,Date,Price,Open,High,Low,Vol.,Change %
232,"Jan 09, 2023","8,150.00","8,150.00","8,350.00","7,950.00",,0.62%
233,"Jan 06, 2023","8,100.00","8,100.00","8,300.00","7,900.00",,0.62%
234,"Jan 05, 2023","8,050.00","8,050.00","8,250.00","7,850.00",,0.00%
235,"Jan 04, 2023","8,050.00","8,050.00","8,250.00","7,850.00",,0.63%
236,"Jan 03, 2023","8,000.00","8,000.00","8,200.00","7,800.00",,0.00%
237,"Dec 30, 2022","8,000.00","8,000.00","8,200.00","7,800.00",,0.00%
238,"Dec 29, 2022","8,000.00","8,000.00","8,200.00","7,800.00",,0.00%
239,"Dec 28, 2022","8,000.00","8,000.00","8,200.00","7,800.00",,0.00%
240,"Dec 27, 2022","8,000.00","8,000.00","8,200.00","7,800.00",,0.00%
241,"Dec 26, 2022","8,000.00","8,000.00","8,200.00","7,800.00",,0.63%
242,"Dec 23, 2022","7,950.00","7,950.00","8,150.00","7,750.00",,0.00%
243,"Dec 22, 2022","7,950.00","7,950.00","8,150.00","7,750.00",,0.00%
244,"Dec 21, 2022","7,950.00","7,950.00","8,150.00","7,750.00",,0.63%
245,"Dec 20, 2022","7,900.00","7,900.00","8,100.00","7,700.00",,0.00%
246,"Dec 19, 2022","7,900.00","7,900.00","8,100.00","7,700.00",,0.00%
247,"Dec 16, 2022","7,900.00","7,900.00","8,100.00","7,700.00",,0.64%
248,"Dec 15, 2022","7,850.00","7,850.00","8,050.00","7,650.00",,0.64%
249,"Dec 14, 2022","7,800.00","7,800.00","8,000.00","7,600.00",,0.00%
250,"Dec 13, 2022","7,800.00","7,800.00","8,000.00","7,600.00",,0.00%
251,"Dec 12, 2022","7,800.00","7,800.00","8,000.00","7,600.00",,0.65%
252,"Dec 09, 2022","7,750.00","7,750.00","7,950.00","7,550.00",,0.00%
253,"Dec 08, 2022","7,750.00","7,750.00","7,950.00","7,550.00",,0.00%
254,"Dec 07, 2022","7,750.00","7,750.00","7,950.00","7,550.00",,0.00%
255,"Dec 06, 2022","7,750.00","7,750.00","7,950.00","7,550.00",,0.00%
256,"Dec 05, 2022","7,750.00","7,750.00","7,950.00","7,550.00",,0.65%
257,"Dec 02, 2022","7,700.00","7,700.00","7,900.00","7,500.00",,1.32%
258,"Dec 01, 2022","7,600.00","7,600.00","7,800.00","7,400.00",,0.66%
259,"Nov 30, 2022","7,550.00","7,550.00","7,750.00","7,350.00",,0.00%
260,"Nov 29, 2022","7,550.00","7,550.00","7,750.00","7,350.00",,0.00%
261,"Nov 28, 2022","7,550.00","7,550.00","7,750.00","7,350.00",,0.67%
262,"Nov 25, 2022","7,500.00","7,500.00","7,700.00","7,300.00",,0.00%
263,"Nov 24, 2022","7,500.00","7,500.00","7,700.00","7,300.00",,0.00%
264,"Nov 23, 2022","7,500.00","7,500.00","7,700.00","7,300.00",,0.00%
265,"Nov 22, 2022","7,500.00","7,500.00","7,700.00","7,300.00",,0.00%
266,"Nov 21, 2022","7,500.00","7,500.00","7,700.00","7,300.00",,0.00%
